API_Label,Spud_Date,Ground_Ele,Well_Stat,Stat_Date,Section,Township,Range,Sec_Twn_Rng,lat1,long1,Assessor_acct,stripper_flg,mill_cd,tot_mill,asd_val,Tax_Est
05-013-06460,7/2/1994,5317,PA,12/22/2014,33,1N,69W,33-1N-69W,40.00603,-105.1142,P0270149    ,N,4204,87.302,4349,379.676398
05-013-06463,8/11/1994,5022,PA,5/2/2016,14,1N,69W,14-1N-69W,40.055717,-105.079608,P0274222    ,N,1395,118.368,25279,2992.224672
05-013-06464,5/13/1993,5142,SI,6/1/2022,12,1S,69W,12-1S-69W,39.984767,-105.060341,P0270065    ,N,112,96.432,5453,525.843696
05-013-06466,6/20/1994,5358,PA,12/18/2014,33,1N,69W,33-1N-69W,40.00175,-105.11422,P0270148    ,N,4204,87.302,3989,348.247678
05-013-06473,12/3/1994,5071,PA,4/8/2016,10,1N,69W,10-1N-69W,40.070636,-105.095028,P0272837    ,N,4531,93.963,23690,2225.98347
05-013-06483,2/6/1995,5148,PA,4/27/2017,21,1N,69W,21-1N-69W,40.03506,-105.12456,P0274225    ,Y,4254,88.302,16981,1499.456262
05-013-06500,9/3/2003,4971,SI,9/1/2021,1,1N,69W,1-1N-69W,40.078275,-105.058556,P0305643    ,N,4794,101.278,23242,2353.903276
05-013-06501,1/27/2004,5046,SI,4/1/2022,25,2N,69W,25-2N-69W,40.109131,-105.071151,P0307849    ,N,2794,101.278,22922,2321.494316
05-013-06503,11/23/2007,5025,SI,8/1/2022,36,2N,69W,36-2N-69W,40.101242,-105.071941,P0313236    ,N,2794,101.278,22834,2312.581852
05-013-06504,1/30/2004,5023,SI,3/1/2022,24,2N,69W,24-2N-69W,40.129825,-105.06236,P0307850    ,N,2794,101.278,21968,2224.875104
05-013-06505,9/7/2004,5043,SI,8/1/2022,36,2N,69W,36-2N-69W,40.097361,-105.072655,P0307851    ,N,2794,101.278,61661,6244.902758
05-013-06506,10/29/2010,4991,PR,2/10/2011,12,1N,69W,12-1N-69W,40.068265,-105.062589,P0400651    ,N,1392,118.368,130219,15413.76259
05-013-06507,2/21/2005,4963,PR,7/1/2017,1,1N,69W,1-1N-69W,40.082086,-105.063331,P0309814    ,N,4794,101.278,44484,4505.250552
05-013-06508,3/2/2005,5019,SI,8/1/2022,25,2N,69W,25-2N-69W,40.111335,-105.062424,P0309815    ,N,2794,101.278,42076,4261.373128
05-013-06509,5/19/2005,5057,SI,6/1/2022,2,1N,69W,2-1N-69W,40.082262,-105.082218,P0309817    ,N,4794,101.278,42880,4342.80064
05-013-06510,6/16/2005,4995,SI,6/1/2022,11,1N,69W,11-1N-69W,40.071675,-105.085512,P0309816    ,N,4531,93.963,50668,4760.917284
05-013-06511,6/14/2006,5083,SI,8/1/2022,26,2N,69W,26-2N-69W,40.108982,-105.081179,P0311885    ,N,2794,101.278,88141,8926.744198
05-013-06512,12/18/2006,5029,SI,7/1/2022,25,2N,69W,25-2N-69W,40.10469,-105.07124,P0313309    ,N,2794,101.278,22750,2304.0745
05-013-06513,10/27/2005,5194,SI,6/1/2022,33,2N,69W,33-2N-69W,40.088915,-105.124766,P0311917    ,N,2794,101.278,27554,2790.614012
05-013-06516,9/11/2006,5019,SI,11/1/2021,25,2N,69W,25-2N-69W,40.111345,-105.062335,P0311882    ,N,2794,101.278,21988,2226.900664
05-013-06517,8/2/2006,5027,PA,4/6/2022,25,2N,69W,25-2N-69W,40.116158,-105.072366,P0313316    ,N,2794,101.278,22286,2257.081508
05-013-06518,3/6/2007,5032,PR,9/1/2018,27,2N,69W,27-2N-69W,40.11287,-105.098029,P0313299    ,N,2794,101.278,67254,6811.350612
05-013-06519,1/30/2007,5060,SI,8/1/2022,26,2N,69W,26-2N-69W,40.11585,-105.08069,P0313304    ,N,2794,101.278,23336,2363.423408
05-013-06520,2/15/2007,5050,PR,1/1/2021,26,2N,69W,26-2N-69W,40.107861,-105.09159,P0313255    ,N,2794,101.278,22542,2283.008676
05-013-06521,7/16/2006,5021,SI,6/1/2022,27,2N,69W,27-2N-69W,40.108161,-105.101121,O0400014    ,Y,2794,101.278,0,0
05-013-06521,7/16/2006,5021,SI,6/1/2022,27,2N,69W,27-2N-69W,40.108161,-105.101121,P0311886    ,N,2794,101.278,65221,6605.452438
05-013-06522,2/14/2007,5032,SI,8/1/2022,24,2N,69W,24-2N-69W,40.12284,-105.063112,P0313300    ,N,2794,101.278,27771,2812.591338
05-013-06524,1/3/2007,4980,SI,7/1/2021,12,1N,69W,12-1N-69W,40.071176,-105.072837,P0313235    ,N,4794,101.278,21945,2222.54571
05-013-06525,8/17/2006,5017,SI,8/1/2022,25,2N,69W,25-2N-69W,40.107933,-105.062263,P0311887    ,N,2794,101.278,23583,2388.439074
05-013-06526,8/26/2006,5054,SI,10/1/2021,35,2N,69W,35-2N-69W,40.101225,-105.078997,P0311881    ,N,2794,101.278,22134,2241.687252
05-013-06531,8/9/2006,5013,SI,8/1/2022,25,2N,69W,25-2N-69W,40.107605,-105.057792,P0311888    ,N,2794,101.278,21057,2132.610846
05-013-06533,3/28/2009,4989,PR,5/1/2020,12,1N,69W,12-1N-69W,40.067776,-105.057941,P0319251    ,N,1392,118.368,122802,14535.82714
05-013-06534,3/23/2009,4989,PR,5/1/2020,12,1N,69W,12-1N-69W,40.067818,-105.058029,P0319250    ,N,1392,118.368,120960,14317.79328
05-013-06536,3/31/2008,5009,PR,5/1/2021,12,1N,69W,12-1N-69W,40.060064,-105.066656,P0317264    ,N,1392,118.368,41681,4933.696608
05-013-06537,3/4/2007,4965,PR,7/1/2017,1,1N,69W,1-1N-69W,40.08217,-105.06331,P0313306    ,N,4794,101.278,105993,10734.75905
05-013-06537,3/4/2007,4965,PR,7/1/2017,1,1N,69W,1-1N-69W,40.08217,-105.06331,P0401883    ,N,4794,101.278,0,0
05-013-06538,5/5/2008,5244,PR,11/1/2022,5,1N,69W,5-1N-69W,40.076399,-105.136005,P0317453    ,N,4248,97.463,34097,3323.195911
05-013-06539,9/21/2007,5071,PR,5/1/2020,13,1N,69W,13-1N-69W,40.050007,-105.071759,P0313307    ,N,4794,101.278,68179,6905.032762
05-013-06540,7/6/2007,5021,PA,3/11/2021,25,2N,69W,25-2N-69W,40.10484,-105.06312,P0313303    ,N,2794,101.278,21,2.126838
05-013-06541,5/15/2007,5000,SI,6/1/2022,11,1N,69W,11-1N-69W,40.06966,-105.08669,P0313294    ,N,4531,93.963,30061,2824.621743
05-013-06543,11/17/2007,5027,SI,4/1/2022,25,2N,69W,25-2N-69W,40.108283,-105.067116,P0313310    ,N,2794,101.278,53569,5425.361182
05-013-06544,2/10/2008,5036,SI,7/1/2021,27,2N,69W,27-2N-69W,40.111265,-105.095693,P0317280    ,N,2794,101.278,21974,2225.482772
05-013-06545,2/19/2008,5045,SI,6/1/2022,27,2N,69W,27-2N-69W,40.104226,-105.100467,P0317261    ,N,2794,101.278,63189,6399.655542
05-013-06546,1/28/2008,5014,PA,4/6/2022,25,2N,69W,25-2N-69W,40.115686,-105.06778,P0317278    ,N,2794,101.278,22234,2251.815052
05-013-06547,11/5/2010,4968,SI,9/1/2021,1,1N,69W,1-1N-69W,40.07847,-105.062628,P0400652    ,N,4794,101.278,18872,1911.318416
05-013-06548,1/14/2008,5022,SI,8/1/2022,24,2N,69W,24-2N-69W,40.119327,-105.062407,P0317270    ,N,2794,101.278,49688,5032.301264
05-013-06549,1/21/2008,5003,SI,8/1/2022,24,2N,69W,24-2N-69W,40.122108,-105.057751,P0317281    ,N,2794,101.278,46561,4715.604958
05-013-06550,9/10/2007,4977,SI,6/1/2022,12,1N,69W,12-1N-69W,40.070765,-105.06738,P0317258    ,N,4794,101.278,30835,3122.90713
05-013-06551,8/22/2007,4980,SI,9/1/2021,1,1N,69W,1-1N-69W,40.07544,-105.059367,P0313254    ,N,4794,101.278,21947,2222.748266
05-013-06552,8/13/2007,5064,SI,8/1/2022,26,2N,69W,26-2N-69W,40.11586,-105.080879,P0313305    ,N,2794,101.278,25635,2596.26153
05-013-06553,2/4/2008,5016,PR,11/1/2022,27,2N,69W,27-2N-69W,40.114543,-105.100403,P0317260    ,N,2794,101.278,87589,8870.838742
05-013-06554,2/26/2008,5045,SI,6/1/2022,2,1N,69W,2-1N-69W,40.084573,-105.079482,O0400059    ,N,4794,101.278,0,0
05-013-06554,2/26/2008,5045,SI,6/1/2022,2,1N,69W,2-1N-69W,40.084573,-105.079482,P0317282    ,N,4794,101.278,61899,6269.006922
05-013-06555,4/15/2008,5010,PR,5/1/2021,12,1N,69W,12-1N-69W,40.060071,-105.066547,P0317266    ,N,1392,118.368,66770,7903.43136
05-013-06556,4/9/2008,5009,PR,5/1/2021,12,1N,69W,12-1N-69W,40.060068,-105.066601,P0317265    ,N,1392,118.368,45673,5406.221664
05-013-06557,11/17/2008,4991,SI,6/1/2022,11,1N,69W,11-1N-69W,40.06786,-105.081106,P0317267    ,N,4531,93.963,48828,4588.025364
05-013-06558,8/30/2009,5130,SI,6/1/2022,23,1N,69W,23-1N-69W,40.030913,-105.090566,P0400750    ,N,1404,168.048,34153,5739.343344
05-013-06559,9/9/2009,5104,SI,10/1/2021,23,1N,69W,23-1N-69W,40.034931,-105.09225,P0400756    ,N,1404,168.048,4135,694.87848
05-013-06560,9/21/2009,5104,PA,6/30/2021,23,1N,69W,23-1N-69W,40.034999,-105.092246,P0400761    ,N,1404,168.048,30700,5159.0736
05-013-06561,8/22/2009,5165,PA,6/30/2021,26,1N,69W,26-1N-69W,40.024831,-105.087136,P0319257    ,N,1404,168.048,4072,684.291456
05-013-06562,8/15/2009,5165,PA,6/30/2021,26,1N,69W,26-1N-69W,40.024804,-105.087251,P0319256    ,N,1404,168.048,41629,6995.670192
05-013-06564,4/15/2008,5019,PR,10/31/2007,13,1N,69W,13-1N-69W,40.057642,-105.064154,P0317283    ,N,1419,172.214,25730,4431.06622
05-013-06566,3/12/2008,5027,SI,8/1/2022,24,2N,69W,24-2N-69W,40.125815,-105.063116,P0317279    ,N,2794,101.278,62501,6329.976278
05-013-06567,9/30/2008,5015,PR,11/13/2008,24,2N,69W,24-2N-69W,40.12913,-105.05767,P0317286    ,N,2794,101.278,-13,-1.316614
05-013-06568,3/6/2008,5078,PR,9/1/2018,3,1N,69W,3-1N-69W,40.081922,-105.10043,P0317259    ,N,4794,101.278,48618,4923.933804
05-013-06571,4/28/2008,5019,PR,7/15/2022,13,1N,69W,13-1N-69W,40.057706,-105.064129,P0317285    ,N,1419,172.214,24012,4135.202568
05-013-06572,5/3/2008,5081,SI,9/1/2022,24,1N,69W,24-1N-69W,40.041515,-105.059102,P0317272    ,N,1392,118.368,31130,3684.79584
05-013-06573,6/6/2008,5081,PR,5/1/2020,24,1N,69W,24-1N-69W,40.041478,-105.058989,P0317276    ,N,1392,118.368,28562,3380.826816
05-013-06574,5/18/2008,5081,SI,9/1/2022,24,1N,69W,24-1N-69W,40.04142,-105.0591,P0317273    ,N,1392,118.368,32259,3818.433312
05-013-06575,5/10/2008,5081,PR,5/1/2020,24,1N,69W,24-1N-69W,40.041464,-105.059092,P0317275    ,N,1392,118.368,36384,4306.701312
05-013-06576,4/27/2008,5081,TA,9/1/2022,24,1N,69W,24-1N-69W,40.041558,-105.059101,P0317271    ,N,1392,118.368,29871,3535.770528
05-013-06577,5/29/2008,5081,PR,5/1/2020,24,1N,69W,24-1N-69W,40.04154,-105.058991,P0317274    ,N,1392,118.368,26880,3181.73184
05-013-06578,2/9/2010,5000,SI,8/1/2022,24,2N,69W,24-2N-69W,40.118063,-105.05724,P0400653    ,N,2794,101.278,49657,5029.161646
05-013-06579,11/24/2008,5083,SI,6/1/2022,10,1N,69W,10-1N-69W,40.069875,-105.098831,P0317263    ,N,4531,93.963,57925,5442.806775
05-013-06580,2/15/2010,5007,SI,8/1/2022,25,2N,69W,25-2N-69W,40.114552,-105.062541,P0400654    ,N,2794,101.278,43910,4447.11698
05-013-06581,4/5/2011,5016,PR,5/1/2020,13,1N,69W,13-1N-69W,40.056996,-105.070025,P0401208    ,N,1414,115.187,44152,5085.736424
05-013-06582,4/3/2009,5111,PR,8/1/2021,13,1N,69W,13-1N-69W,40.045334,-105.07141,P0319252    ,N,4794,101.278,69541,7042.973398
05-013-06583,4/9/2009,5112,PR,8/1/2021,13,1N,69W,13-1N-69W,40.045379,-105.071407,P0319254    ,N,4794,101.278,22170,2245.33326
05-013-06588,4/15/2009,5112,PA,11/19/2019,13,1N,69W,13-1N-69W,40.045415,-105.071407,P0319253    ,N,4794,101.278,550,55.7029
05-013-06591,3/14/2011,5015,PR,9/8/2011,13,1N,69W,13-1N-69W,40.057105,-105.07002,P0401203    ,N,1414,115.187,28167,3244.472229
05-013-06592,3/22/2011,5016,PR,5/1/2020,13,1N,69W,13-1N-69W,40.057078,-105.070021,P0401202    ,N,1414,115.187,34951,4025.900837
05-013-06594,9/30/2009,5380,SI,5/1/2022,5,1N,69W,5-1N-69W,40.081857,-105.147908,P0400765    ,N,4248,97.463,6047,589.358761
05-013-06595,9/24/2010,5058,SI,8/1/2022,35,2N,69W,35-2N-69W,40.101216,-105.079613,P0400683    ,N,2794,101.278,71090,7199.85302
05-013-06596,9/15/2010,5058,SI,8/1/2022,35,2N,69W,35-2N-69W,40.101213,-105.07954,P0400739    ,N,2794,101.278,59342,6010.039076
05-013-06597,8/8/2012,5016,SI,8/1/2022,36,2N,69W,36-2N-69W,40.100054,-105.067448,P0401884    ,N,2794,101.278,151828,15376.83618
05-013-06598,8/13/2012,5017,SI,4/1/2022,36,2N,69W,36-2N-69W,40.100028,-105.067451,P0401885    ,N,2794,101.278,123759,12534.064
05-013-06599,8/28/2012,5016,SI,4/1/2022,36,2N,69W,36-2N-69W,40.100104,-105.067445,P0401887    ,N,2794,101.278,35217,3566.707326
05-013-06600,9/9/2010,5058,SI,8/1/2022,35,2N,69W,35-2N-69W,40.101218,-105.079509,P0400740    ,N,2794,101.278,30869,3126.350582
05-013-06611,9/20/2010,5058,SI,8/1/2022,35,2n,69w,35-2n-69w,40.101217,-105.079573,P0400741    ,N,2794,101.278,21858,2213.734524
05-013-06621,8/8/2009,5172,SI,3/1/2022,26,1N,69W,26-1N-69W,40.0228,-105.088786,P0319255    ,N,1404,168.048,48845,8208.30456
05-013-06625,10/11/2010,4980,PR,5/18/2011,12,1N,69W,12-1N-69W,40.071273,-105.062602,P0401200    ,N,4794,101.278,36109,3657.047302
05-013-06626,10/17/2010,4980,PR,5/1/2020,12,1N,69W,12-1N-69W,40.071271,-105.062639,P0401201    ,N,4794,101.278,42745,4329.12811
05-013-06627,6/5/2012,5058,PA,7/1/2019,13,1N,69W,13-1N-69W,40.04963,-105.063229,P0401888    ,N,1392,118.368,32589,3857.494752
05-013-06629,6/22/2012,5058,PA,7/1/2019,13,1N,69W,13-1N-69W,40.049592,-105.063138,P0401889    ,N,1392,118.368,19596,2319.539328
05-013-06630,6/16/2012,5058,PR,5/1/2020,13,1N,69W,13-1N-69W,40.049603,-105.06317,P0401890    ,N,1392,118.368,39098,4627.952064
05-013-06631,6/11/2012,5058,PA,7/1/2019,13,1N,69W,13-1N-69W,40.049623,-105.063202,P0401891    ,N,1392,118.368,49799,5894.608032
05-013-06632,6/27/2012,5058,TA,10/1/2022,13,1N,69W,13-1N-69W,40.04958,-105.063108,P0401892    ,N,1392,118.368,76901,9102.617568
05-013-06633,7/4/2012,5058,PA,6/6/2019,13,1N,69W,13-1N-69W,40.049551,-105.063038,P0401893    ,N,1392,118.368,19614,2321.669952
05-013-06634,7/9/2012,5058,PA,7/2/2019,13,1N,69W,13-1N-69W,40.049532,-105.063021,P0401894    ,N,1392,118.368,20787,2460.515616
05-013-06635,10/22/2010,4977,SI,6/1/2022,12,1N,69W,12-1N-69W,40.070768,-105.067345,P0400744    ,N,4794,101.278,37640,3812.10392
05-013-06636,4/20/2011,5016,PR,8/1/2021,13,1N,69W,13-1N-69W,40.056943,-105.070027,P0401205    ,N,1414,115.187,37671,4339.209477
05-013-06637,3/4/2011,5015,PR,5/1/2020,13,1N,69W,13-1N-69W,40.057132,-105.070019,P0401206    ,N,1414,115.187,45900,5287.0833
05-013-06638,3/29/2011,5016,PR,5/1/2020,13,1N,69W,13-1N-69W,40.057051,-105.070022,P0401207    ,N,1414,115.187,47342,5453.182954
05-013-06639,9/30/2010,5058,SI,8/1/2022,35,2N,69W,35-2N-69W,40.101215,-105.079644,P0400742    ,N,2794,101.278,29935,3031.75693
05-013-06640,10/5/2010,5058,SI,7/1/2021,35,2N,69W,35-2N-69W,40.101212,-105.079679,P0400743    ,N,2794,101.278,5929,600.477262
05-013-06641,4/12/2011,5016,PR,5/1/2020,13,1N,69W,13-1N-69W,40.056969,-105.070026,P0401204    ,N,1414,115.187,45508,5241.929996
05-013-06647,9/3/2012,5029,PA,9/14/2018,36,2N,69W,36-2N-69W,40.100134,-105.067447,P0401895    ,N,2794,101.278,19611,1986.162858
05-013-06648,8/24/2012,5016,SI,8/1/2022,36,2N,69W,36-2N-69W,40.10008,-105.067446,P0401896    ,N,2794,101.278,21464,2173.830992
05-013-06667,7/14/2012,5058,PA,7/3/2019,13,1N,69W,13-1N-69W,40.04953,-105.062985,P0401897    ,N,1392,118.368,41646,4929.553728
