mill_cd,codes,type,code_type,dscr,tax_dist,name,curr,tot_mill,percent_rounded,,,mill_cd
810,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,92.053,0.11,,,
820,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,84.537,0.12,,,
821,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,100.654,0.1,,,
822,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,98.752,0.1,,,
824,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,98.499,0.1,,,
825,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.358,0.1,,,
826,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.154,0.1,,,
827,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,88.537,0.11,,,
862,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,125.568,0.08,,,
872,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,105.154,0.1,,,
874,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,105.358,0.1,,,
876,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.784,0.1,,,
878,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,105.154,0.1,,,
952,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,98.752,0.1,,,
1015,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,110.755,0.09,,,
1016,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,103.957,0.1,,,
1017,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,110.755,0.09,,,
1018,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,103.957,0.1,,,
1350,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,64.464,0.16,,,
1351,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,56.948,0.18,,,
1352,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,68.453,0.15,,,
1353,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,65.726,0.15,,,
1354,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,69.072,0.15,,,
1355,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,63.213,0.16,,,
1356,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,61.807,0.16,,,
1357,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,69.323,0.15,,,
1365,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,70.729,0.14,,,
1366,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,70.91,0.14,,,
1370,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,91.356,0.11,,,
1371,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,92.762,0.11,,,
1383,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,109.216,0.09,,,
1384,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,110.378,0.09,,,
1385,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,127.306,0.08,,,
1389,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,115.187,0.09,,,
1392,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,118.368,0.09,,,
1393,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,160.368,0.06,,,
1394,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,162.368,0.06,,,
1395,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,118.368,0.09,,,
1396,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,118.368,0.09,,,
1399,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,161.838,0.06,,,
1400,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,111.053,0.09,,,
1402,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,111.053,0.09,,,
1404,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,168.048,0.06,,,
1405,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,97.306,0.1,,,
1406,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,107.872,0.09,,,
1407,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,164.01,0.06,,,
1410,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,106.872,0.09,,,
1411,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,172.899,0.06,,,
1412,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,128.368,0.08,,,
1413,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,93.125,0.11,,,
1414,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,115.187,0.09,,,
1417,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,174.157,0.06,,,
1418,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,94.125,0.11,,,
1419,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,172.214,0.06,,,
1420,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,172.904,0.06,,,
1421,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,175.404,0.06,,,
1422,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,110.053,0.09,,,
1423,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,124.125,0.08,,,
1424,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,93.806,0.11,,,
1425,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,94.806,0.11,,,
1426,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,106.872,0.09,,,
1427,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,106.872,0.09,,,
1428,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,110.053,0.09,,,
1429,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,109.321,0.09,,,
1430,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,110.321,0.09,,,
1431,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,103.107,0.1,,,
1432,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,93.273,0.11,,,
1433,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,97.673,0.1,,,
1434,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.603,0.1,,,
1435,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,103.603,0.1,,,
1436,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.603,0.1,,,
1437,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,127.373,0.08,,,
1438,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,127.373,0.08,,,
1439,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,172.514,0.06,,,
1440,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,114.203,0.09,,,
1441,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,103.603,0.1,,,
1442,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,154.603,0.07,,,
1443,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,144.203,0.07,,,
1444,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,159.223,0.06,,,
1445,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,114.203,0.09,,,
1446,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,182.114,0.06,,,
1447,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.603,0.1,,,
1448,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,195.284,0.05,,,
1449,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,142.909,0.07,,,
1450,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,173.603,0.06,,,
1451,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,98.673,0.1,,,
1452,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,94.173,0.11,,,
1453,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,94.173,0.11,,,
1454,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,94.173,0.11,,,
1455,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,97.673,0.1,,,
1456,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,95.173,0.11,,,
1457,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,95.173,0.11,,,
1458,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,102.72,0.1,,,
1459,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,103.72,0.1,,,
1460,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,96.773,0.1,,,
1461,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,99.361,0.1,,,
1462,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,149.623,0.07,,,
2789,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,100.378,0.1,,,
2790,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,101.784,0.1,,,
2792,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,101.784,0.1,,,
2794,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,101.278,0.1,,,
2795,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,101.784,0.1,,,
2800,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,97.671,0.1,,,
2801,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,103.53,0.1,,,
2802,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,97.671,0.1,,,
2803,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,97.671,0.1,,,
2805,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,113.788,0.09,,,
2806,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,103.53,0.1,,,
2807,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,103.53,0.1,,,
2823,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,84.537,0.12,,,
2824,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.358,0.1,,,
2826,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,100.654,0.1,,,
2828,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,100.284,0.1,,,
2829,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.358,0.1,,,
2840,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,99.387,0.1,,,
2841,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,99.387,0.1,,,
2870,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,85.537,0.12,,,
2872,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,105.154,0.1,,,
2875,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,105.358,0.1,,,
2876,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.784,0.1,,,
2877,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,85.537,0.12,,,
2878,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,101.654,0.1,,,
2879,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,101.284,0.1,,,
2880,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,96.671,0.1,,,
2882,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,96.671,0.1,,,
2923,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,108.329,0.09,,,
2970,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,99.387,0.1,,,
2980,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,101.784,0.1,,,
2981,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,101.784,0.1,,,
2990,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,97.671,0.1,,,
3000,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,85.573,0.12,,,
3001,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,85.573,0.12,,,
3002,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,85.573,0.12,,,
3010,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,83.857,0.12,,,
3011,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,83.857,0.12,,,
3012,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,83.857,0.12,,,
3273,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,101.784,0.1,,,
3274,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,101.278,0.1,,,
3275,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,118.381,0.09,,,
4195,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,110.053,0.09,,,
4196,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,118.368,0.09,,,
4197,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,92.963,0.11,,,
4198,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,81.426,0.12,,,
4199,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,92.963,0.11,,,
4201,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,76.716,0.13,,,
4204,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,87.302,0.12,,,
4205,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,87.302,0.12,,,
4208,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,79.216,0.13,,,
4211,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,95.963,0.11,,,
4214,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,76.716,0.13,,,
4217,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,87.302,0.12,,,
4218,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,92.316,0.11,,,
4219,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,90.288,0.11,,,
4220,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,89.316,0.11,,,
4221,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,89.316,0.11,,,
4222,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,91.437,0.11,,,
4223,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,93.722,0.11,,,
4224,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,96.839,0.1,,,
4225,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,102.116,0.1,,,
4226,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.154,0.1,,,
4227,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,96.773,0.1,,,
4228,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,97.673,0.1,,,
4229,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,97.673,0.1,,,
4230,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,97.673,0.1,,,
4231,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,98.673,0.1,,,
4232,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,98.673,0.1,,,
4233,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,105.284,0.1,,,
4234,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,101.171,0.1,,,
4235,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.154,0.1,,,
4236,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,89.037,0.11,,,
4237,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,105.154,0.1,,,
4238,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.784,0.1,,,
4239,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,105.284,0.1,,,
4240,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,80.216,0.13,,,
4241,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,90.802,0.11,,,
4242,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,92.206,0.11,,,
4243,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,103.878,0.1,,,
4244,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,79.316,0.13,,,
4245,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,88.037,0.11,,,
4246,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,81.216,0.12,,,
4247,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,81.216,0.12,,,
4248,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,97.463,0.1,,,
4249,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.778,0.1,,,
4250,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,77.716,0.13,,,
4252,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,77.716,0.13,,,
4253,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,96.963,0.1,,,
4254,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,88.302,0.11,,,
4256,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,96.963,0.1,,,
4257,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,88.302,0.11,,,
4258,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,96.963,0.1,,,
4259,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,96.963,0.1,,,
4261,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,90.802,0.11,,,
4262,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.778,0.1,,,
4290,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,91.454,0.11,,,
4530,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,93.963,0.11,,,
4531,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,93.963,0.11,,,
4580,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,88.706,0.11,,,
4791,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,101.278,0.1,,,
4794,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,101.278,0.1,,,
4796,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.778,0.1,,,
4941,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,101.74,0.1,,,
5003,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,109.869,0.09,,,
5141,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,103.778,0.1,,,
5142,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,103.778,0.1,,,
5143,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,100.378,0.1,,,
5191,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,93.425,0.11,,,
5240,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,94.425,0.11,,,
5241,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,94.425,0.11,,,
5269,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,103.878,0.1,,,
5274,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.778,0.1,,,
5275,100,C,COUNTY,BOULDER COUNTY,10011,BOULDER COUNTY REFUND ABATEMENT,0.101,104.778,0.1,,,
10,100,C,COUNTY,BOULDER COUNTY,10021,BOULDER COUNTY HEALTH & HUMAN SERVICES,0.608,92.864,0.65,,,
12,100,C,COUNTY,BOULDER COUNTY,10021,BOULDER COUNTY HEALTH & HUMAN SERVICES,0.608,96.815,0.63,,,
14,100,C,COUNTY,BOULDER COUNTY,10021,BOULDER COUNTY HEALTH & HUMAN SERVICES,0.608,94.687,0.64,,,
15,100,C,COUNTY,BOULDER COUNTY,10021,BOULDER COUNTY HEALTH & HUMAN SERVICES,0.608,96.388,0.63,,,
17,100,C,COUNTY,BOULDER COUNTY,10021,BOULDER COUNTY HEALTH & HUMAN SERVICES,0.608,100.339,0.61,,,
18,100,C,COUNTY,BOULDER COUNTY,10021,BOULDER COUNTY HEALTH & HUMAN SERVICES,0.608,100.339,0.61,,,
