mill_cd,codes,type,code_type,dscr,tax_dist,name,curr,tot_mill,percent_rounded,,,mill_cd
4222,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,91.437,29.53,,,
4223,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,93.722,28.81,,,
4224,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,96.839,27.88,,,
4225,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,102.116,26.44,,,
4227,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,96.773,27.9,,,
4228,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,97.673,27.64,,,
4229,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,97.673,27.64,,,
4230,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,97.673,27.64,,,
4231,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,98.673,27.36,,,
4232,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,98.673,27.36,,,
4240,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,80.216,33.66,,,
4241,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,90.802,29.74,,,
4242,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,92.206,29.28,,,
4244,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,79.316,34.04,,,
4246,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,81.216,33.24,,,
4247,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,81.216,33.24,,,
4248,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,97.463,27.7,,,
4250,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,77.716,34.74,,,
4252,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,77.716,34.74,,,
4253,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,96.963,27.85,,,
4254,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,88.302,30.58,,,
4256,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,96.963,27.85,,,
4257,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,88.302,30.58,,,
4258,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,96.963,27.85,,,
4259,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,96.963,27.85,,,
4261,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,90.802,29.74,,,
4290,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,91.454,29.52,,,
4530,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,93.963,28.73,,,
4531,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,93.963,28.73,,,
4580,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,88.706,30.44,,,
5191,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,93.425,28.9,,,
5240,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,94.425,28.59,,,
5241,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20201,BOULDER VALLEY RE2 GENERAL OPERATING,27,94.425,28.59,,,
10,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,92.864,9.85,,,
12,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.815,9.45,,,
14,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,94.687,9.66,,,
15,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.388,9.49,,,
17,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,100.339,9.12,,,
18,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,100.339,9.12,,,
20,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,108.611,8.42,,,
21,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,114.614,7.98,,,
26,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,107.864,8.48,,,
27,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,97.864,9.35,,,
34,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,91.864,9.96,,,
40,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,94.443,9.69,,,
41,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,92.864,9.85,,,
42,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,94.074,9.73,,,
57,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.236,9.51,,,
58,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.236,9.51,,,
59,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,136.236,6.72,,,
60,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.236,9.51,,,
90,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.236,9.51,,,
91,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.236,9.51,,,
94,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.236,9.51,,,
95,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.236,9.51,,,
96,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,101.236,9.04,,,
98,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,150.393,6.08,,,
99,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,95.236,9.61,,,
101,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,115.236,7.94,,,
108,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,104.518,8.75,,,
109,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.432,9.49,,,
110,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,93.932,9.74,,,
111,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,104.518,8.75,,,
112,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.432,9.49,,,
114,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,93.932,9.74,,,
116,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,104.518,8.75,,,
117,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,94.432,9.69,,,
119,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,115.461,7.92,,,
120,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,93.932,9.74,,,
122,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.682,9.46,,,
124,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,93.932,9.74,,,
125,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,110.179,8.3,,,
127,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,156.432,5.85,,,
128,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,94.182,9.72,,,
129,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,153.932,5.94,,,
131,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,110.871,8.25,,,
132,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,95.432,9.59,,,
133,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,149.079,6.14,,,
140,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,100.722,9.08,,,
150,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,88.215,10.37,,,
151,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,93.435,9.79,,,
152,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,87.632,10.44,,,
153,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,95.285,9.6,,,
154,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,97.835,9.35,,,
155,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,92.615,9.88,,,
156,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,85.643,10.68,,,
157,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,90.182,10.15,,,
158,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,101.893,8.98,,,
159,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,90.065,10.16,,,
160,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,121.959,7.5,,,
161,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,116.959,7.82,,,
162,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,83.493,10.96,,,
163,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,92.032,9.94,,,
164,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,87.493,10.46,,,
165,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,94.465,9.69,,,
166,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,99.685,9.18,,,
167,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,99.685,9.18,,,
168,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,106.293,8.61,,,
170,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,103.253,8.86,,,
180,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,75.816,12.07,,,
182,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,84.355,10.85,,,
183,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,86.205,10.61,,,
184,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,90.031,10.16,,,
186,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,88.816,10.3,,,
187,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,79.816,11.46,,,
188,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,86.788,10.54,,,
189,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,95.063,9.63,,,
190,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,85.816,10.66,,,
191,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,95.433,9.59,,,
193,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,85.816,10.66,,,
194,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,92.008,9.94,,,
195,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,93.858,9.75,,,
201,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,80.216,11.41,,,
203,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,90.931,10.06,,,
206,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.333,9.5,,,
210,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,104.153,8.79,,,
211,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,95.963,9.53,,,
222,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,120.502,7.59,,,
234,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,152.352,6.01,,,
237,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,107.332,8.52,,,
240,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,85.119,10.75,,,
241,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,175.243,5.22,,,
248,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,137.332,6.66,,,
250,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,81.216,11.27,,,
253,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.963,9.44,,,
254,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,88.302,10.36,,,
260,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,104.016,8.8,,,
264,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,87.937,10.41,,,
266,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,90.222,10.14,,,
267,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,81.222,11.27,,,
268,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,93.339,9.8,,,
270,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,106.339,8.6,,,
350,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,98.616,9.28,,,
351,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,110.656,8.27,,,
352,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,103.016,8.88,,,
410,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,80.216,11.41,,,
412,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,80.722,11.34,,,
413,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,91.437,10.01,,,
414,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,90.931,10.06,,,
415,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.333,9.5,,,
416,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.839,9.45,,,
420,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,97.318,9.4,,,
421,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,96.418,9.49,,,
422,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,88.406,10.35,,,
423,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,98.221,9.32,,,
430,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,98.318,9.31,,,
532,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,92.454,9.9,,,
1370,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,91.356,10.02,,,
1371,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,92.762,9.86,,,
1383,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,109.216,8.38,,,
1384,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,110.378,8.29,,,
1385,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,127.306,7.19,,,
1399,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,161.838,5.65,,,
1400,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,111.053,8.24,,,
1402,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,111.053,8.24,,,
1404,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,168.048,5.44,,,
1405,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,97.306,9.4,,,
1406,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,107.872,8.48,,,
1407,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,164.01,5.58,,,
1410,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,106.872,8.56,,,
1413,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,93.125,9.83,,,
1417,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,174.157,5.25,,,
1418,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,94.125,9.72,,,
1420,202,S,SCHOOL DISTRICT,BOULDER VALLEY SCHOOL DISTRICT,20202,BOULDER VALLEY RE2 BOND REDEMPTION,9.15,172.904,5.29,,,
